"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Thriller","","tt35855403","","1433371","mn","This intense erotic thriller follows a disheartened woman who goes on a drinking binge after a guy she met online never showed up for their first date. Unfortunately, her drunken state would make her fall victim to a strange taxi driver’s deranged fetishes.","0.0893","Low","https://image.tmdb.org/t/p/w500/uvGOLs5wX6YFq2EJqTljzykO3d1.jpg","Mongolian Film Industry Association","0","2025-02-21","2025","0","0","36","","Released","","The Pursuit of Lust 3","0.0","0"
"False","3700000","Animation, Fantasy, Adventure","https://flowthemovie.com/","tt4772188","ocean, cat, boat, dystopia, dog, ruins, flood, lemur, bird, 3d animation, no dialogue, teamwork, fantasy, capybara, adventure, animated film, labrador, kucing, laut, animasi, burung, film bisu, anjing, kapibara, bencana alam, bencana","823219","lv","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.","66.7675","Low","https://image.tmdb.org/t/p/w500/imKSymKBK7o73sajciEmndJoVkR.jpg","Dream Well Studio, Sacrebleu Productions, Take Five, ARTE France Cinéma, RTBF","13960107","2024-08-29","2024","17660107","3.7730018918918917","85","No Language","Released","","Flow","8.3","1720"
"False","0","Action, Thriller","","tt27812086","","1125899","en","When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.","441.6987","Medium","https://image.tmdb.org/t/p/w500/2KIqFpvjVI6mNBTQw7MYZdzRYvs.jpg","Anton, Qwerty Films","0","2025-02-19","2025","0","0","96","English","Released","The stakes are a thousand feet high.","Cleaner","6.832","131"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","414.4371","Medium","https://image.tmdb.org/t/p/w500/6QZ3B6R3PTL54AESD11HfqeFzON.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","7.0","30"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","221.4802","Medium","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.7","35"
"False","150000000","Animation, Adventure, Family, Comedy","https://movies.disney.com/moana-2","tt13622970","sea, ocean, villain, musical, sequel, duringcreditsstinger","1241982","en","After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","188.5361","Medium","https://image.tmdb.org/t/p/w500/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg","Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Animation Studios","906396565","2024-11-21","2024","1056396565","6.042643766666667","99","English","Released","The ocean is calling them back.","Moana 2","7.1","2112"
"False","0","Romance, Comedy, Drama","https://www.netflix.com/title/81246107","tt2172954","bucket list","1254786","en","When her mother sends her on a quest to complete a teenage bucket list, a young woman uncovers family secrets, finds romance — and rediscovers herself.","187.7309","Medium","https://image.tmdb.org/t/p/w500/5fg98cVo7da7OIK45csdLSd4NaU.jpg","3dot Productions","0","2025-03-27","2025","0","0","123","English","Released","For everyone who's still figuring it out.","The Life List","6.924","105"
"False","150000000","Family, Comedy, Adventure, Fantasy","https://www.minecraft-movie.com","tt3566834","surrealism, exploration, portal, friends, survival, based on video game, journey, imagination, fantasy, familiar, building, zoombie","950387","en","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","144.5742","Medium","https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","-150000000","2025-03-31","2025","0","-1.0","101","English","Released","Be there and be square.","A Minecraft Movie","7.3","22"
"False","118000000","Science Fiction, Comedy, Adventure","https://www.mickey17movie.com","tt12299608","based on novel or book, dark comedy, space travel, space colony, alien planet, creature, space adventure, human cloning, spaceship, amused, space sci-fi, black comedy, perjalanan luar angkasa, fiksi ilmiah","696506","en","Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","119.5255","Medium","https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg","Warner Bros. Pictures, Plan B Entertainment, Offscreen, Kate Street Picture Company, Domain Entertainment","3519374","2025-02-28","2025","121519374","0.02982520338983051","137","English","Released","He's dying to save mankind.","Mickey 17","7.0","1063"
"False","0","Horror, Fantasy","http://www.rottingpress.com","tt21377766","monster, cult, based on true story, creature, creature feature, fake documentary, found footage, documentary filmmaking, cryptid, frog, filmmaker, horror","1139937","en","An amateur filmmaker, struggling to turn his passion into a career, returns with friends to Loveland, Ohio, the location of his first, notorious sighting of the Frogman, determined to obtain irrefutable proof that the cryptid legend exists.","99.6845","Low","https://image.tmdb.org/t/p/w500/hgAHquo8Bt0ub0ru3QLiyrhGltW.jpg","Feral Child Films, Rotting Press, Shock Treatment Productions","0","2024-09-26","2024","0","0","81","English","Released","The croaks are no hoax!","Frogman","5.0","10"
"False","0","Action, Comedy","https://theavenue.film/movies/old-guy","tt26442053","mentor protégé relationship, contract killer, gen z","1077782","en","Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.","101.71","Medium","https://image.tmdb.org/t/p/w500/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg","23ten, Source Management + Production, Aperture Media Partners, Pfaff & Pfaff Productions, LB Entertainment, Wee Buns Films, Northern Ireland Screen, Highland Film Group, Yellow Moon, Dark Castle Entertainment","0","2024-12-13","2024","0","0","93","English","Released","Competition is always a killer.","Old Guy","5.6","64"
"False","120000000","Action, Adventure, Thriller","https://www.kravenmovie.com","tt8790086","hunter, superhero, villain, based on comic, supervillain, antihero, intense, admiring, antagonistic","539972","en","Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","94.5997","Low","https://image.tmdb.org/t/p/w500/1GvBhRxY6MELDfxFrete6BNhBB5.jpg","Columbia Pictures, Matt Tolmach Productions, Arad Productions","-60815357","2024-12-11","2024","59184643","-0.5067946416666667","127","English, Pусский, Türkçe","Released","Villains aren't born. They're made.","Kraven the Hunter","6.6","1507"
"False","10000000","Comedy, Horror, Science Fiction, Thriller","https://www.findyourcompanion.com","tt26584495","artificial intelligence (a.i.), cabin, robot, boyfriend girlfriend relationship, duringcreditsstinger, robot girl, weekend getaway, human android relationship, toxic relationship, abusive relationship, malfunctioning android, sentient machine, sinister, sci-fi horror, human vs machines, cybernetics, android horror","1084199","en","During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.","94.2498","Low","https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg","BoulderLight Pictures, New Line Cinema, Vertigo Entertainment, Subconscious, Domain Entertainment, Warner Bros. Pictures","26499858","2025-01-22","2025","36499858","2.6499858","97","普通话, English, Deutsch, Pусский, Español","Released","Find someone made just for you.","Companion","7.076","935"
"False","4350000","Animation, Drama, Comedy","http://adamelliot.com.au/","tt23770030","difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, brother sister relationship, snail","1064486","en","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","65.5923","Low","https://image.tmdb.org/t/p/w500/57AgZv1ITeBLShiNdchZ5153evs.jpg","Arenamedia, Screen Australia","-2098804","2024-10-17","2024","2251196","-0.4824836781609195","94","English, Français","Released","Life can only be understood backwards, but we have to live it forwards.","Memoir of a Snail","8.0","340"
"False","2000000","Horror, Drama, Thriller","https://www.presencemovie.com","tt28249919","husband wife relationship, new jersey, haunted house, grief, interracial marriage, psychological thriller, entity, death, real estate agent, ghost, voyeurism, family dynamics, death of best friend, first person view, mother son relationship, father daughter relationship, mother daughter relationship, brother sister relationship, supernatural horror, experimental cinema, psychological horror, drugging someone, horror, duchové, paranormální jevy, zlo","1140535","en","A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange occurrences occur, they begin to believe that there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.","54.4005","Low","https://image.tmdb.org/t/p/w500/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg","Extension 765, The Spectral Spirit Company","7284015","2025-01-16","2025","9284015","3.6420075","85","English","Released","In this house there is a presence.","Presence","6.0","246"
"False","0","Action, Comedy, Family, Science Fiction","","tt7787524","superhero, supervillain, based on tv series","926670","en","Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.","54.93","Low","https://image.tmdb.org/t/p/w500/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg","Yes, Yes Coffee., Nickelodeon Productions","0","2025-01-17","2025","0","0","86","English, Español","Released","Danger... Like you've never seen before.","Henry Danger: The Movie","7.8","190"
"False","0","Drama, Thriller","","tt29603375","boxing","1391385","en","When Elliott, a tough ex-boxing champion, accepts the challenge to train Toni, the two mismatched characters form an unlikely alliance. Their sparring and Elliott's keen insights show the resilient young fighter that real strength comes from the challenges you overcome when life throws its biggest punches your way.","55.8721","Low","https://image.tmdb.org/t/p/w500/zv4jdLV7wuQGwhwAOeD7qzd8eSF.jpg","Hello Moment Productions, Goodweird Studios, Penned Pictures, It's Just Us Productions, HowRU? Entertainment, Huffman Creative, GroupM Motion Entertainment","0","2025-01-23","2025","0","0","104","English","Released","Two worlds collide. Two fighters unite.","Uppercut","4.2","7"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","326.0618","Medium","https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","6.046","87"
"False","180000000","Action, Thriller, Science Fiction","https://www.marvel.com/movies/captain-america-brave-new-world","tt14513804","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations","822119","en","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","290.6772","Medium","https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg","Marvel Studios, Kevin Feige Productions","231409721","2025-02-12","2025","411409721","1.2856095611111111","119","English, 日本語, Español","Released","The future favors the brave.","Captain America: Brave New World","6.089","1235"
"False","55000000","Fantasy, Adventure, Action","https://inthelostlands.com","tt4419684","sorcery, based on short story, sorceress, high fantasy","324544","en","A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where the sorceress and her guide, the drifter Boyce must outwit and outfight man and demon.","286.9797","Medium","https://image.tmdb.org/t/p/w500/dDlfjR7gllmr8HTeN6rfrYhTdwX.jpg","Constantin Film, Spark Productions","-50355261","2025-02-27","2025","4644739","-0.9155502","102","Deutsch, English","Released","She seeks the power to free her people.","In the Lost Lands","5.7","35"
"False","0","Animation, Action","https://www.warnerbros.com/movies/batman-ninja-vs-yakuza-league","tt32508210","based on comic, duringcreditsstinger","1297763","ja","The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!","124.6539","Medium","https://image.tmdb.org/t/p/w500/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg","Kamikaze Douga, Warner Bros. Japan, DC, Warner Bros. Animation","0","2025-03-17","2025","0","0","90","English, 日本語","Released","","Batman Ninja vs. Yakuza League","6.682","118"
"False","50000000","Drama, Mystery, Thriller","https://www.focusfeatures.com/black-bag","tt30988739","london, england, husband wife relationship, spy, marriage, suspicion, dinner, intelligence officer, polygraph, intimate, bold, zurich, switzerland","1233575","en","When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.","138.4443","Medium","https://image.tmdb.org/t/p/w500/hHPovtU4b96LHcoeEwRkGHI5btw.jpg","Casey Silver Productions","-15014400","2025-03-12","2025","34985600","-0.300288","94","English","Released","It takes a spy to hunt a spy.","Black Bag","6.4","289"
"False","0","Action, Adventure, Thriller","https://www.netflix.com/title/81936018","tt23648788","mexico, usa–mexico border, special forces, military, narcos, murcielagos","1356039","es","When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.","108.3219","Medium","https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg","Draco Films","0","2025-02-27","2025","0","0","85","Español","Released","","Counterattack","8.382","605"
"False","25000000","Action, Crime, Thriller","https://justwatch.pro/movie/1126166/flight-risk","tt10078772","airplane, pilot, flight, airplane accident","1126166","en","A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.","115.8844","Medium","https://image.tmdb.org/t/p/w500/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg","Davis Entertainment, Icon Productions, Hammerstone Studios, Media Capital Technologies","15420193","2025-01-22","2025","40420193","0.61680772","91","English","Released","Y'all need a pilot?","Flight Risk","6.114","594"
"False","0","Action, Horror","","tt23648404","wrestling, cult, backwoods, cult leader, pro wrestling, rural","1062276","en","A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.","81.9922","Low","https://image.tmdb.org/t/p/w500/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg","Dept.9 Studios","0","2024-07-21","2024","0","0","94","English","Released","","Dark Match","4.818","11"
"False","0","Romance, Drama, Science Fiction","https://www.uranus2324.com/","tt28766949","galaxy, space, planet, lesbian, girls love, science fiction","1167366","th","Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.","101.7301","Medium","https://image.tmdb.org/t/p/w500/zTD9HytRG1nfP5pdOAYmPyXj05d.jpg","VelCurve Studio","0","2024-07-04","2024","0","0","148","English, 日本語, ภาษาไทย","Released","Love is bigger than the universe and deeper than the ocean.","Uranus 2324","6.224","29"
"False","0","Action, Crime, Fantasy, Thriller","https://www.netflix.com/title/81566553","tt35111035","hitman, supernatural, revenge, organized crime, based on manga, demon, criminal, based on graphic novel, suspense","1405338","ja","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","93.0288","Low","https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg","Netflix, AMUSE, Digital Frontier","0","2025-02-26","2025","0","0","106","हिन्दी, 日本語","Released","Killing isn't enough when there's hell to pay.","Demon City","6.864","202"
"False","10000000","Horror, Mystery, Thriller","https://a24films.com/films/opus","tt29929565","pop star, cult, psychological thriller, cult of celebrity, mysterious disappearance","1202479","en","A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.","85.2157","Low","https://image.tmdb.org/t/p/w500/m0du9dsiOVeb0SgfqR8ZAEPRxww.jpg","A24, Makeready, MACRO","-7816461","2025-03-13","2025","2183539","-0.7816461","104","English","Released","A once-in-a-lifetime experience.","Opus","5.311","53"
"False","120000000","Action, Adventure, Thriller","https://www.kravenmovie.com","tt8790086","hunter, superhero, villain, based on comic, supervillain, antihero, intense, admiring, antagonistic","539972","en","Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","77.4749","Low","https://image.tmdb.org/t/p/w500/1GvBhRxY6MELDfxFrete6BNhBB5.jpg","Columbia Pictures, Matt Tolmach Productions, Arad Productions","-60815357","2024-12-11","2024","59184643","-0.5067946416666667","127","English, Pусский, Türkçe","Released","Villains aren't born. They're made.","Kraven the Hunter","6.623","1533"
"False","120000000","Action, Science Fiction, Adventure","https://venom.movie","tt16366836","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director, amused, indifferent","912649","en","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","82.9179","Low","https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions","358103649","2024-10-22","2024","478103649","2.984197075","109","English","Released","'Til death do they part.","Venom: The Last Dance","6.782","3149"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","297.0009","Medium","https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","6.2","95"
"False","55000000","Fantasy, Adventure, Action","https://inthelostlands.com","tt4419684","sorcery, based on short story, sorceress, high fantasy","324544","en","A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where the sorceress and her guide, the drifter Boyce must outwit and outfight man and demon.","534.2664","High","https://image.tmdb.org/t/p/w500/iHf6bXPghWB6gT8kFkL1zo00x6X.jpg","Constantin Film, Spark Productions","-50244670","2025-02-27","2025","4755330","-0.9135394545454546","102","English, Deutsch","Released","She seeks the power to free her people.","In the Lost Lands","6.14","50"
"False","0","Romance, Drama","","tt31723358","spain, based on novel or book, woman director, erotic romance","1252309","es","After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.","257.2234","Medium","https://image.tmdb.org/t/p/w500/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg","Versus Entertainment, LyO Media, Warner Bros. Entertainment España, 4 Cats Pictures","0","2024-11-29","2024","0","0","0","Español","Released","","Ask Me What You Want","5.754","124"
"False","0","Action, War","","tt32044730","","1373723","en","War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","191.6448","Medium","https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg","","0","2025-03-20","2025","0","0","92","English","Released","","The Codes of War","6.102","44"
"False","0","Action, Drama","","tt32887283","","1261050","da","In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.","174.6724","Medium","https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg","Zentropa Entertainments, Film i Väst, Zentropa International Sweden, Kazak Productions, Zentropa International France","0","2024-10-31","2024","0","0","110","English, Dansk, svenska","Released","The largest heist in Danish history.","The Quiet Ones","4.983","30"
"False","0","Horror","","tt13657394","night shift, mexico city, mexico, hospital, ghost, based on myths, legends or folklore, nurses, ghost nurse, cine mexicano","1208808","es","A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.","174.6512","Medium","https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg","Sony Pictures International Productions, EFICINE 189","0","2024-10-31","2024","0","0","107","Español","Released","You won't be able to cure this evil.","Turno nocturno","6.595","63"
"False","122000000","Action, Science Fiction, Comedy, Family, Adventure, Fantasy","https://www.sonicthehedgehogmovie.com","tt18259086","moon, sequel, based on video game, psychotic, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, cliché, complicated, sceptical","939243","en","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","142.798","Medium","https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg","Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","364018457","2024-12-19","2024","486018457","2.983757844262295","110","English","Released","New adventure. New rival.","Sonic the Hedgehog 3","7.74","2374"
"False","0","Horror, Thriller","https://epic-pictures.com/film/ghost-game","tt29341577","haunted house, descent into madness, home invasion, thrill seeker, independent film, social media challenge","1249385","en","As part of an internet challenge to live undetected in a stranger’s home, a daring couple target an infamous haunted house and endure a series of chilling incidents as they witness a family descending into madness.","148.216","Medium","https://image.tmdb.org/t/p/w500/kxxWBEn7qTN2xumSferCHbDudcT.jpg","Epic Pictures Group","0","2024-10-18","2024","0","0","86","English","Released","Evil lives here.","Ghost Game","3.8","21"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","pt","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","106.8782","Medium","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.1","70"
"False","0","Action, Adventure, Thriller","https://www.netflix.com/title/81936018","tt23648788","mexico, usa–mexico border, special forces, military, narcos, murcielagos","1356039","es","When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.","104.641","Medium","https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg","Draco Films","0","2025-02-27","2025","0","0","85","Español","Released","","Counterattack","8.4","607"
"False","0","Romance, Drama, Science Fiction","https://www.uranus2324.com/","tt28766949","galaxy, space, planet, lesbian, girls love, science fiction","1167366","th","Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.","92.8845","Low","https://image.tmdb.org/t/p/w500/zTD9HytRG1nfP5pdOAYmPyXj05d.jpg","VelCurve Studio","0","2024-07-04","2024","0","0","148","English, 日本語, ภาษาไทย","Released","Love is bigger than the universe and deeper than the ocean.","Uranus 2324","6.183","30"
"False","70000000","Romance, Science Fiction, Thriller","https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc","tt13654226","canyon, fog, romance, tower, elite sniper, snipers, long-term observation","950396","en","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","96.7449","Low","https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg","Skydance Media, Crooked Highway, Apple Studios","-70000000","2025-02-13","2025","0","-1.0","127","English, Lietuvių","Released","The world's most dangerous secret lies between them.","The Gorge","7.727","2304"
"False","1100000","Action, Crime, Thriller","https://hellhoundthemovie.com/","tt22489042","","1217379","en","Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.","87.6294","Low","https://image.tmdb.org/t/p/w500/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg","","-1100000","2024-06-20","2024","0","-1.0","103","English","Released","Fight like a god. Die like a man.","Hellhound","6.329","41"
"False","0","Animation, History, Action, Drama, Fantasy, Romance","http://peacemakerk.jp/","tt9881872","","483456","ja","Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge leads him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind, and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.","72.0284","Low","https://image.tmdb.org/t/p/w500/wbyIM5s7ZgwOmXycjBttBhhXtTq.jpg","White Fox, Frontier Works, KADOKAWA, Hakuhodo DY Music & Pictures, Bandai Namco Arts, AT-X, Sony Music Communications, Adores, Contents Seed, GYAO","0","2018-06-02","2018","0","0","109","日本語","Released","","Peacemaker Kurogane: Belief","5.2","3"
"False","4350000","Animation, Drama, Comedy","http://adamelliot.com.au/","tt23770030","difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, brother sister relationship, snail","1064486","en","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","69.816","Low","https://image.tmdb.org/t/p/w500/57AgZv1ITeBLShiNdchZ5153evs.jpg","Arenamedia, Screen Australia","-2098804","2024-10-17","2024","2251196","-0.4824836781609195","94","English, Français","Released","Life can only be understood backwards, but we have to live it forwards.","Memoir of a Snail","7.974","363"
"False","0","Comedy, Music","https://www.netflix.com/title/81691348","tt35434840","intelligence agency, dj, artistic rivalry, based on short, baffled","1265623","fr","When cops recruit a has-been DJ to bust a quirky criminal gang with ties to his rival, he spots a chance to mix his way back to the top with a banger.","54.1997","Low","https://image.tmdb.org/t/p/w500/2QAgOQWcdQLnbki5V2Sjn1tcnHS.jpg","Iconoclast","0","2025-04-01","2025","0","0","90","Français","Released","","Banger","4.2","28"
"False","0","Thriller, Science Fiction","","tt27949946","","1165067","en","Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","304.5401","Medium","https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg","Hewes Pictures","0","2023-08-03","2023","0","0","0","English","Released","","Cosmic Chaos","6.944","27"
